UserId,ItemId
2006,1195 2470 1474 454 471 275 988 2971 2661 2885 2055 465 231 1185 1681 1455 2976 2398 384 2937 2117 1386 2022 3049 2862 1106 1268 3031 2855 2464 1088 1197 3241 170 497 1325 2115 147 501 2441 280 2474 741 1755 2810 2688 1119 2932 2463 856
2007,2108 3032 1013 697 2536 496 427 1657 2514 1193 1786 2497 3248 2144 226 2024 1835 1260 485 2706 2359 3231 1352 639 1348 3026 2549 2180 1417 1889 594 2645 3181 3127 2463 494 2022 1860 2299 77 1754 662 1868 457 1134 2885 1218 1386 1800 1579
2008,266 2958 431 2350 2955 1956 2638 2850 1575 2800 958 1377 2602 938 1034 2431 1697 2022 2726 3209 1141 2163 1573 1197 685 788 981 2855 2541 1200 302 2182 465 3083 2087 2193 2127 1533 987 2258 577 3241 1470 1529 2799 100 521 525 3118 91
2009,333 2299 1185 2312 2537 2885 465 2031 865 706 2536 1195 3178 2855 1868 2022 1949 1200 2351 3142 2706 1193 968 1474 231 2547 167 938 1770 1505 496 3026 719 1307 1923 84 702 494 2024 3078 1455 2977 1812 3037 750 384 1465 490 1405 2320
2010,157 147 362 2466 275 2878 1681 1474 865 719 3220 2117 588 1455 1196 698 1575 1987 1032 1868 3124 1200 2537 869 840 2232 1057 1226 3078 1195 231 3032 505 2431 2474 1125 3040 938 1770 637 2546 1022 490 1784 234 2726 2862 2070 1911 2470
2011,231 876 954 505 1200 1002 1213 2474 987 1770 2470 1336 319 2464 2631 1224 2182 2385 865 856 1975 1185 2805 2312 465 2977 2651 3194 3241 1386 1325 829 2431 2841 2537 1896 1195 676 2546 1964 2320 2022 458 275 2392 734 3189 1129 2129 2855
2012,918 2514 2536 494 3071 88 3026 3178 3139 871 2339 1465 1835 2458 333 2174 1336 1889 176 412 1693 968 2007 1860 1405 1198 2770 2312 273 697 702 2549 2180 2464 1185 2706 663 1673 830 2039 2024 2403 2455 92 3109 1407 471 3142 2651 1197
2013,307 863 331 2031 1195 173 1575 2651 1689 1197 2823 2885 176 968 490 496 1034 465 2086 2547 2299 1218 2855 333 2022 167 2527 2977 1949 1812 1693 3182 770 275 988 654 3032 1063 2411 294 2706 277 2831 2470 3026 2127 457 1348 1474 486
2014,1239 2470 2350 115 2932 497 1770 2338 2325 48 1147 2696 3237 2976 3064 1268 1254 1088 2874 765 868 2810 2428 1964 2649 1651 2398 2488 1591 2595 1040 2885 803 465 1575 865 2958 1386 2182 1213 2022 2704 1195 1967 603 186 2217 91 2464 1474
2015,270 2958 1032 1141 2905 2305 2087 3150 266 1612 2724 157 2830 2406 431 566 2270 2470 677 2320 2838 2794 2344 1470 1241 392 938 1475 91 1956 2602 1389 1575 1922 28 1268 786 1718 1406 577 1310 2413 1770 2652 3089 3080 1859 3209 551 2726
2016,950 2039 2403 333 2464 2536 2940 2024 1755 1193 2232 3032 865 2514 3078 1949 1465 767 18 1092 147 1232 1127 1628 1868 2463 1648 2339 505 2710 2312 2885 489 588 3127 639 1770 457 1956 2180 968 1677 1835 2320 918 663 1784 1474 117 2855
2017,2940 417 1949 2024 3078 1793 2030 2013 1455 275 2108 3178 859 1754 968 1185 2039 719 18 465 226 3127 1348 1013 1575 3032 1386 2706 662 1749 1681 2031 2299 770 1956 1352 663 1465 457 584 2222 2180 412 2885 1812 1637 1197 2351 2514 3209
2018,1575 2299 1200 1770 465 1197 2470 2464 1195 2022 505 938 1474 2855 2320 2537 1386 1034 1868 1812 2351 719 2350 2312 471 1156 1185 231 988 2455 294 2726 2652 637 1567 987 2750 706 2971 1443 981 1455 2977 644 443 1268 3142 1193 517 1861
2019,2351 1197 1386 2464 1857 2299 1195 2537 505 706 938 1200 1575 2470 1348 2652 496 2312 2031 1942 865 471 2841 1868 2750 296 702 2455 3229 945 1770 1812 968 1034 485 1185 3142 2127 490 2726 770 2514 457 2320 1474 2350 1956 1307 1430 275
2020,505 1195 1474 231 490 358 1268 865 1200 294 1868 751 856 471 2885 938 676 1325 2845 1770 2464 2312 2193 2940 847 1185 275 2527 465 2661 1715 2651 1002 1224 2959 2855 25 2217 1197 2474 2392 719 2031 2470 3040 3142 1812 1386 553 2351
2021,1154 2431 2196 2811 3210 2129 2164 2631 1317 1054 119 1224 836 938 1129 335 1432 2546 394 2297 987 2957 243 2413 751 2977 1240 1596 629 2959 692 1474 676 714 2262 3150 337 358 231 2305 1117 710 3243 990 2089 155 1861 1415 2648 1088
2022,266 958 333 1770 2638 2724 2320 3089 2464 3118 2885 1377 2022 465 865 1697 1197 1200 3236 2537 2350 2805 1386 2351 2855 545 1185 719 1348 475 1868 1195 1455 1193 2541 525 1417 431 2810 938 1307 1362 496 2455 702 1956 2651 1023 1156 2514
2023,1804 1268 1213 1861 2182 2651 2128 2810 1152 590 1575 2217 2809 598 876 98 2385 1137 1873 231 1475 358 163 734 444 2470 1185 2836 505 677 294 1200 829 651 865 2020 1474 1497 1770 3106 2885 1325 1755 2474 1852 1195 2320 275 1613 2734
2024,1371 1060 521 168 255 1498 1643 2541 14 987 1956 748 945 3233 2171 803 2179 1465 1348 272 1577 3059 2652 3148 1736 266 1714 1046 1741 868 2855 1922 465 3091 870 924 2835 2875 100 2320 232 1990 2726 2435 2750 3250 2770 3241 3090 2649
2025,100 2320 2885 1268 987 1386 1770 91 115 2022 1964 1200 803 1088 2810 346 2883 2976 2551 517 2111 48 1797 497 1443 868 2933 954 3064 1195 2875 644 1117 1575 2055 1651 1432 2351 2163 2541 1864 1737 2472 405 490 1129 1197 521 2464 2413
2026,2470 1268 3189 2885 2320 2810 1213 2651 1941 2726 2111 2350 2217 1770 1348 803 465 1956 553 1200 2541 964 100 1048 987 1818 1197 868 517 2875 521 2855 1575 259 2937 702 2464 1558 3059 1861 3241 470 2179 1714 1195 697 2940 1737 2649 845
2027,2885 2470 2022 938 2855 465 2320 1195 1197 2464 266 1200 2351 3209 3236 294 2652 296 1290 1193 1956 2638 505 2940 987 517 2111 644 2541 770 2726 748 865 2750 1443 2312 333 1812 490 525 471 1237 167 1818 3241 2810 2841 1474 2537 1185
2028,1956 470 945 770 521 517 2652 2855 3209 296 1498 3229 2464 2541 702 2320 2350 2127 745 1737 259 987 803 1290 938 1060 2726 1465 1430 870 706 1923 3241 2299 2964 255 1046 748 2312 596 1443 2359 1200 422 2841 2616 1034 479 100 272
2029,2940 3032 2039 2464 1185 2537 2645 496 2031 2312 1200 333 1575 1868 1770 1429 1195 275 697 2351 3078 1197 490 2460 1193 2514 968 1336 2299 1023 1474 1218 1657 412 505 1784 964 2845 1949 1956 702 1812 719 756 1417 2030 770 2463 1443 3209
2030,1770 1575 2537 719 2726 1784 1195 2464 2885 637 465 2652 1386 1681 2022 2350 2463 2312 505 454 964 1268 2971 231 1239 471 2940 2696 2117 988 2351 706 1193 2455 1348 2937 2855 2810 115 294 443 3220 517 384 1722 2883 3031 1106 1956 2551
2031,2661 2971 471 919 443 2351 2107 1056 1521 294 1715 1868 637 2537 384 2885 910 3186 1575 3147 331 1197 1200 1113 1770 465 1168 2652 1219 334 1871 2855 865 2845 2645 1474 1857 593 1130 3041 468 167 1533 745 2022 2879 697 3220 1106 1656
2032,3109 770 2706 1693 3127 2403 2435 1835 2108 1060 18 412 3032 1786 1134 273 3148 176 230 3130 1829 521 1193 645 15 2464 3229 255 767 662 3209 1793 2005 277 3071 2547 517 1417 2312 2549 3021 870 2541 1818 1405 2144 2171 3110 31 2480
2033,2320 1386 2350 2022 2885 3209 1956 465 1818 100 2726 2541 748 517 2464 1567 266 2750 964 1922 2855 1197 2299 1737 1443 1195 1193 3022 1784 470 987 770 2171 2616 1239 1268 2850 2182 1575 1348 1498 1941 1023 2198 3229 2359 1357 115 2012 2649
2034,1195 2527 485 2940 847 1575 1260 2845 2174 2455 167 2537 2661 2651 706 939 1218 1720 84 1521 2149 1868 384 585 2979 3176 2685 865 1321 697 745 2464 2312 1185 1200 2351 3142 465 231 571 1386 1656 443 275 1765 3229 1048 919 2902 2173
2035,1386 2351 2885 2022 2350 2470 3241 1197 3142 706 2127 2855 465 2320 1195 697 1920 2182 2173 2977 2651 272 1575 1020 14 1200 1770 845 1857 803 1348 45 1474 517 505 100 1942 259 938 2841 2111 2937 2962 2464 1818 1268 471 987 2258 490
2036,3037 1307 363 361 2455 277 1871 443 1195 2855 117 842 3142 1734 231 3186 457 486 719 1858 1200 1031 384 465 170 1812 2521 296 2537 2757 644 1614 2006 2022 2977 402 1456 2795 663 1474 1185 110 2350 1290 331 2351 3079 1745 1386 1505
2037,294 981 2470 1195 266 1200 2193 475 525 275 865 2724 307 545 1941 1922 2855 971 465 3118 938 1197 1268 505 2464 1386 2022 333 490 471 2537 1185 2111 719 553 1812 98 231 2312 1474 1237 3236 2726 3189 1048 2651 1156 2652 1868 1213
2038,2030 2312 968 1949 417 1352 2814 1793 2039 2823 2031 2108 770 3032 1575 1197 756 2463 1348 333 2117 2455 1307 898 2885 1749 457 2645 1013 1800 2971 2738 226 505 3229 2536 1770 1673 1369 1195 945 662 1443 1648 2855 2845 988 1860 609 1465
2039,1737 2616 521 2541 868 1956 2750 2875 2649 987 2393 1443 1770 596 1200 1348 1784 814 945 2464 2111 644 1357 272 2179 2754 2933 2714 609 1071 2171 1106 1290 115 2428 3209 964 168 1193 479 770 232 2182 1991 491 3145 380 3130 865 942
2040,2350 1195 2652 2726 3241 465 2855 1575 964 2810 471 706 2976 505 2182 988 987 1567 454 1034 2299 3142 1268 865 1474 479 1239 2651 2696 1922 525 1784 2173 1737 644 2464 1498 1602 2537 2750 971 1290 115 2649 1720 272 2428 2217 748 486
2041,465 1575 2537 275 2885 1868 1185 1474 719 2312 1784 2940 1195 2470 2320 505 1681 770 1455 2855 2726 1197 783 231 1443 2652 637 1268 3220 517 988 1956 1348 697 471 706 2541 490 2455 938 2299 100 2117 2350 609 1812 496 3142 454 702
2042,2885 2299 2464 1770 1200 2351 2537 1185 2312 1195 2940 333 1681 2455 697 3181 521 231 2750 100 490 2514 609 1465 2024 987 1784 988 644 1942 1722 2805 2463 2810 2232 2127 2638 167 1923 3178 3078 1800 1106 1295 748 2602 2222 2339 2117 1023
2043,2470 1386 2022 2320 2652 1348 465 1770 2351 1200 517 865 1956 1197 1185 2537 2350 2541 945 697 1465 521 275 1868 1106 1575 2312 2855 2937 987 1193 1722 719 1443 1239 3209 1498 1737 1681 2111 2616 2875 3241 3032 2463 748 2299 2039 333 3145
2044,2837 275 2463 2024 2845 1059 1949 496 2940 719 1409 1185 384 333 637 2514 2547 3178 1681 976 762 3176 1196 780 573 1116 2124 1786 2039 1352 3181 273 2013 1407 3139 662 1000 1023 3248 2392 828 1030 1793 1170 221 2382 92 697 981 505
2045,1195 2661 486 294 706 1868 3142 1474 1715 2977 865 2537 3040 2845 1200 443 571 2685 2885 275 1260 1720 231 1001 3176 1197 719 637 1770 593 1795 2971 1325 1056 2470 938 1132 1321 259 1386 2392 1861 2651 2464 905 939 1871 655 2652 3031
2046,1154 1975 319 1002 1224 1474 1964 2129 825 2196 1432 3210 2217 1575 751 2887 987 1896 676 2431 3241 405 1797 91 2977 2546 358 2811 231 1088 2413 1240 2262 2810 2930 505 2164 3194 458 1129 1117 836 155 394 1686 1383 938 2392 335 2470
2047,2514 3178 2940 865 2024 702 1193 2463 1868 496 1455 719 1575 1949 1465 2022 117 663 1648 1386 1693 770 2039 2885 2455 1197 2928 505 2108 2299 3127 2855 231 1956 417 273 471 706 2547 3139 3078 2222 1307 1092 1196 2034 2845 2706 2351 3229
2048,1761 1958 3040 2821 1132 3176 2178 678 3147 426 1150 2791 2661 2837 1743 2607 741 1684 522 892 1000 2124 1127 960 1868 3092 1409 988 164 275 2107 2332 895 2392 1321 443 1167 1347 437 2382 1203 1585 1617 2295 619 1219 2531 370 1196 2306
2049,1154 2431 2841 1336 2196 1474 1432 1002 2959 856 2406 2546 2957 1129 2811 1386 1117 2129 358 1596 2022 1240 1896 1268 231 1054 1299 1686 1088 2550 2866 2474 2464 394 465 1797 505 2652 2351 2262 1197 2217 2889 710 2470 2164 1200 2855 1405 3209
2050,868 987 2428 2182 1060 1289 465 2351 266 1071 1567 241 405 523 2057 2963 2810 2171 2750 2855 3091 1575 1474 381 596 2464 1475 1879 1117 1195 2976 2696 1306 1137 2211 1443 2850 738 3039 3209 814 1602 490 2163 2312 2198 2883 2537 454 3189
2051,1200 1770 2470 1575 2350 719 1474 2652 1239 2885 1195 964 465 3220 454 2537 1868 2022 2232 1455 2810 2182 2555 2087 115 1197 490 2937 231 2855 1722 2464 2117 505 2055 294 637 2688 2299 358 2805 471 517 2111 1213 1106 1956 2217 2958 869
2052,1922 3241 1237 3087 1956 2350 1498 945 521 1643 938 2754 1060 1470 803 2179 255 1348 2726 2770 3059 465 192 2320 1465 1290 1714 3233 3090 100 2470 296 1673 2236 2750 3142 3148 2835 868 2841 2875 2435 1307 3250 1990 277 1722 1289 1156 117
2053,1339 468 422 1462 197 1529 3003 1120 2309 2011 764 2962 2096 284 1468 1920 3202 718 1168 2522 204 1360 1379 2677 2371 2817 1978 1641 2568 848 1963 2702 695 1189 3242 2339 1663 2213 1902 1700 425 906 830 545 910 1846 169 1332 2262 1773
2054,1197 2022 2855 471 919 2527 346 865 1575 334 1494 2464 2537 2976 1474 1046 988 2832 1818 1857 987 1026 706 1106 1602 2299 35 1868 1321 1556 1239 470 938 1443 697 2312 2986 1496 1567 1218 275 2696 1737 2841 1942 1812 2977 3040 2781 2514
2055,471 3037 277 505 1130 363 1195 46 1575 486 1295 2855 1673 706 1034 842 2977 1405 2902 644 1505 2455 1325 2291 231 3186 2208 13 1343 3041 1857 2521 1290 3068 1942 571 1324 1765 3142 2115 2959 1307 457 1614 2464 465 856 1896 2885 1573
2056,2455 505 3142 3186 1195 1673 842 402 837 2007 830 2173 1200 465 2928 3079 2174 277 1765 2795 2464 1185 1386 2521 1115 2921 2444 1474 2127 2312 1681 2351 2514 1734 1424 697 294 3182 637 1812 960 2940 1770 2034 1130 3041 2726 46 2652 2841
2057,465 2885 2320 100 865 2855 1348 1784 2750 1195 275 1443 1868 2299 1818 2875 964 1239 1737 609 2616 1474 783 255 987 521 3209 2810 505 770 1800 1060 231 457 2398 644 1213 706 748 1106 1755 470 115 471 490 2198 1023 3241 1498 938
2058,2645 1456 2299 1575 361 363 277 2455 1812 2464 496 865 1307 2537 1185 1868 1031 275 1290 706 1614 1417 334 1200 1474 1218 296 331 3026 2527 2508 515 117 644 294 719 384 2979 231 2384 3040 919 2185 1443 2971 454 1871 2977 663 2706
2059,505 2066 1307 1673 457 486 2855 2222 2299 1871 361 465 117 2022 296 3068 2464 2350 1031 2899 1386 1200 2997 3079 1765 170 2514 1365 593 1424 1325 939 2537 1868 1812 2351 865 2127 2312 2173 2928 490 3182 1720 1853 1405 2664 1521 2031 275
2060,231 2455 1325 505 719 865 2537 637 2115 2392 2474 2283 2837 1474 3031 471 3142 2845 1755 1200 2971 706 655 2525 1185 1681 92 2193 1195 2977 2312 3176 741 697 3040 2902 2117 358 443 714 1197 2339 954 2174 2007 3220 1614 2855 2885 1871
2061,2464 457 1193 2537 865 1949 1200 1681 2299 1868 2885 1455 1197 1673 697 2536 2928 1693 663 2651 706 3127 471 2547 1059 1034 2455 767 2463 2351 698 1770 517 1956 1474 494 1195 3037 1268 167 2320 1734 384 938 1336 2031 277 2030 1407 3229
2062,706 465 2299 2022 1386 938 1673 1195 1942 1200 3037 277 2464 1857 167 2455 865 2350 2351 719 2652 1868 275 2537 1871 1923 2726 1324 1770 2127 1185 2312 1474 1325 2750 2470 517 1443 663 3241 2339 363 702 1424 1290 2222 2977 2115 2997 1193
2063,2885 2022 465 1200 2855 1575 1195 505 1197 938 2470 2464 1474 2384 2351 2726 2537 167 1268 2299 644 1868 471 2750 1443 2350 490 987 2940 517 3241 1800 231 2312 454 719 1861 2810 1193 1567 2031 1185 1812 100 2841 1307 1295 3142 1784 275
2064,2537 2312 1868 719 505 2024 3178 2455 1193 770 1474 494 465 1949 1197 2845 2885 1195 2039 1770 457 384 3078 2299 968 697 2022 1336 1693 1196 2034 2007 2706 637 3032 706 2031 2470 496 2855 2320 1923 1648 938 3127 702 2547 3209 1325 277
2065,2885 1200 2470 2320 987 100 1474 1268 865 1956 1575 2652 521 609 938 2855 454 3194 1185 2350 1964 1818 1088 255 2616 2537 1197 1195 2940 2398 783 3229 275 2841 2472 644 2384 505 1737 748 1975 719 115 1348 2551 2937 1239 1868 1060 1579
2066,358 2546 91 2977 3241 1195 2696 2470 231 3220 2786 2217 2428 987 2937 443 2350 1268 1770 2726 1200 2474 1861 505 865 2885 2196 2320 2811 1197 2173 2921 192 2176 2413 458 1975 170 2555 1896 751 423 938 1686 2351 2163 692 964 2810 2111
2067,2464 2940 2885 2299 1575 2312 1195 1034 1307 505 2537 496 1693 865 1295 167 2514 2547 1193 2470 1474 1770 3037 1673 2066 1942 259 296 3209 1185 485 2652 2173 3182 231 1156 1949 719 2320 417 2350 1956 2536 1443 331 2108 3078 2750 756 517
2068,2087 275 719 865 2320 157 1575 2466 1200 1455 1722 2726 1770 2958 362 1474 2350 1196 3118 100 2537 1868 2652 241 231 2878 1386 702 1125 234 588 2464 240 1784 2193 1195 1755 2117 294 2022 1239 981 2070 2474 1956 1127 465 280 505 637
2069,1200 275 1575 2885 2726 2537 1386 2464 1567 2855 1443 2470 505 2652 2299 100 698 231 2750 783 2350 2312 2117 2455 1956 2971 3220 3142 1193 1722 988 1156 491 1812 490 1268 644 457 443 1871 3040 1348 2940 3209 2966 2006 1857 384 2463 1325
2070,2470 2652 465 2351 1197 1185 2350 1770 1474 706 2464 100 1195 505 719 1020 2299 1567 3142 1348 964 2111 2750 2541 2312 3209 3241 231 803 1193 3032 3078 84 2645 987 2937 1857 294 115 1455 1942 1268 2875 945 2024 128 1722 1656 1818 2232
2071,2724 3236 2885 2464 1200 1386 2022 2111 3089 2312 1197 465 545 958 865 3118 1362 2940 1237 525 1697 2193 2361 1268 1573 2351 2855 2537 1193 2651 1213 1417 2182 1956 475 1812 1023 971 938 1185 490 98 3209 1348 1048 2726 1868 505 2541 719
2072,2022 517 2652 1046 470 2855 1396 803 1498 91 2299 2035 1371 521 1770 702 2171 2994 3059 491 266 2841 1239 2111 3209 1560 2464 1268 609 964 232 380 385 957 2081 1117 1195 115 945 363 1643 192 2182 3205 1031 1784 1612 167 2217 1990
2073,1949 865 2024 1193 2039 719 2514 1200 968 417 465 3032 1348 702 3078 1386 2885 1059 1465 1197 1793 1770 412 1474 1034 1812 2351 2117 3181 2108 1786 2193 2455 2706 226 2180 494 2320 2845 637 2470 976 981 2855 294 384 663 18 3231 1196
2074,2805 2990 181 1755 3189 3237 2380 0 166 2182 2007 1575 702 1804 1475 231 2782 1681 1268 1325 2651 2734 1237 2726 698 2754 98 2179 2320 2115 719 1722 457 2885 2193 372 3114 1200 3118 2985 1386 2541 1939 712 865 275 2445 1318 1189 714
2075,2537 384 1185 865 2464 719 2312 1693 2940 1325 1734 1200 2339 465 2066 496 1681 3142 333 968 1407 2222 402 1949 46 1923 2855 938 3178 2024 2117 697 1424 1860 1456 1474 1193 2022 2885 3031 621 1812 1156 1196 1386 2463 176 443 486 702
2076,2536 2299 2022 2547 2108 412 465 1197 2885 496 2706 1336 865 968 2403 1023 1455 1200 2463 1868 2351 3209 719 1648 3229 1307 2928 1889 945 3109 2470 299 2031 18 2541 277 505 517 2030 1860 1112 1405 1677 2435 2013 2651 1092 898 1734 1196
2077,954 1154 2196 825 2431 1002 2631 1975 319 358 1054 1317 505 2392 2959 2887 2129 714 119 676 2306 2546 629 2841 91 836 1088 2164 2930 2297 1861 2193 1432 1797 3194 655 1185 394 1268 1129 751 1240 865 1203 2889 25 1200 2464 3142 2406
2078,593 170 3186 486 1521 13 1680 655 334 2977 847 3142 1915 2879 954 2902 1533 1781 335 837 1119 2350 836 2921 490 1556 1130 1765 231 2638 1115 372 2865 714 2811 2006 1597 2661 3079 1317 1828 2795 1054 1474 2291 3241 1200 751 1846 1197
2079,521 1737 3059 2875 868 100 748 517 1714 1371 1990 1071 2179 2171 2652 2964 266 255 2649 2470 3233 2688 1991 3130 1922 1643 3091 2937 2393 1289 230 2435 168 1612 2799 870 479 720 14 2835 2111 532 2933 272 501 1748 1736 251 1560 2850
2080,2464 2320 2312 465 2885 1474 1386 2022 333 2652 702 1784 2855 471 1755 2351 1348 1325 1648 1567 490 976 706 100 1034 2182 2232 417 3142 1956 147 1949 358 1023 938 517 496 2541 3237 443 1465 1156 457 3181 1941 2115 1684 2466 697 1804
2081,2899 277 1505 1130 3184 124 2483 1556 1031 1156 1422 847 1324 1195 1343 2299 663 2959 2521 110 1857 723 1603 842 3167 770 1046 593 1986 1184 1765 1942 2627 2855 1001 1767 2879 669 2913 3186 1812 1594 1307 2902 2282 1896 217 1680 856 2977
2082,2464 275 1197 1325 2312 1812 1195 637 2726 1156 2470 2940 2652 676 496 1405 3241 1307 3220 457 1443 517 1857 1673 1295 443 976 2350 384 1942 2971 3040 243 2541 1784 783 1002 2805 2845 2750 3209 1871 1567 2959 1348 981 2514 91 333 2651
2083,2940 2039 2536 1465 1693 1348 496 1793 2180 1193 494 275 2463 2031 3229 84 1868 2831 2549 918 427 2706 1648 756 1455 3127 2222 1889 3086 3013 2823 273 2179 1059 662 1198 2034 584 1197 1200 639 2351 2885 1681 750 594 3026 2497 2339 2299
2084,2350 803 2652 1818 702 3059 1239 748 1714 1498 1060 1371 255 1106 1722 1443 865 2964 2179 1195 1185 1575 1643 706 2393 2754 2537 1071 1474 2299 2182 2198 168 1193 1560 719 964 275 2799 938 2312 1268 3087 115 454 1868 2874 14 1681 346
2085,465 2537 1185 2940 231 2470 719 2652 2855 1770 2024 2299 3241 1681 697 1812 1268 1949 3178 2474 333 457 100 2514 609 1470 2547 2392 3142 3209 1755 3181 770 266 1195 1443 2031 3148 2030 2193 1325 2108 2750 968 2182 1224 3078 2039 706 2957
2086,1637 2108 2547 2463 1023 2024 2814 695 2514 1907 1793 417 1786 2312 273 594 2180 859 2030 2039 2403 496 1465 1198 2536 1059 697 3248 299 1693 3229 716 3032 18 1185 1889 2031 427 898 226 3078 329 1013 1455 1575 2549 1868 1754 1586 3127
2087,2885 2652 490 1386 964 2022 2810 2855 346 1185 2464 505 1239 981 471 1681 3220 1377 1034 1941 231 147 2182 2087 783 91 2193 856 2163 987 266 2312 3241 2217 1455 2232 2805 1861 803 3142 2431 2474 1922 2976 954 1193 1213 280 553 2555
2088,231 2940 1185 2312 1868 465 1193 2885 1949 333 2024 2392 1197 1770 697 2514 2351 1812 2547 2474 3142 2031 2463 702 2193 1195 2470 1348 968 3078 384 2117 3032 1465 2115 706 2652 2306 954 3241 714 2030 2814 1784 2651 1224 3220 783 3229 1307
2089,1956 2541 748 1818 470 870 2850 2470 1237 803 1371 3233 1071 2652 2350 2464 2726 465 3091 1990 2964 3059 3209 1193 3247 532 1722 225 645 1714 2940 2343 168 501 1297 3229 1770 1612 1023 2312 1643 3078 14 2835 2855 1239 1200 969 2825 241
2090,2724 1922 1770 1386 2464 1197 1200 2022 465 2855 2312 865 1956 2638 1195 2193 1185 505 3236 2537 2651 2652 1268 2810 2351 2940 545 231 2726 702 2111 1941 2182 457 3089 1474 2514 719 1348 3142 1868 2541 1812 471 521 958 1307 706 1156 98
2091,3178 1949 1193 2547 2536 412 18 2108 2514 2312 275 2537 3078 865 2463 2814 465 3127 1868 1023 663 1200 2144 2030 1681 1786 1336 702 2180 2403 767 2022 1348 1575 2031 1386 2885 1835 859 1059 2706 117 2222 1648 918 2549 1196 1197 427 1673
2092,2299 1575 1673 1197 465 3037 2455 277 1295 505 2350 1200 1386 2022 1195 2464 2885 117 1923 167 663 2652 2470 2805 333 865 1505 2222 1770 1325 1871 2902 2726 2320 275 2127 1868 2312 1185 2940 2706 2514 719 296 938 2928 2173 2536 697 1942
2093,2810 2661 1195 553 637 2217 1213 598 1941 2385 1770 2521 1056 1613 1871 2809 2971 1635 358 651 1226 505 294 1132 3040 856 677 147 13 1853 719 976 590 847 593 1048 1001 2474 2805 1784 2537 1567 1152 1362 2117 1720 964 2977 1521 988
2094,1474 358 505 2546 1268 2431 3210 829 714 2129 2306 553 655 3220 2810 1383 1755 3142 1195 629 405 2352 3241 1938 2537 1203 394 1770 490 1240 1299 1185 2921 692 2305 1015 91 2889 1797 613 2316 1681 1129 1088 2970 2648 3040 981 294 1152
2095,2885 2193 1185 865 1861 1197 1200 2855 1386 2312 2022 2537 465 2470 954 358 987 3241 1868 702 719 2940 2392 2805 676 1195 1681 294 2726 2514 1812 2652 471 655 1348 2455 706 1193 1455 2182 1896 1156 457 697 2024 2380 1154 3210 243 517
2096,2464 505 231 865 465 1197 1200 2299 2537 1868 702 117 1474 706 2940 1325 1195 1770 1193 2928 2351 3142 496 1307 1034 277 384 2024 770 1156 517 2652 2841 637 167 1956 1942 697 2339 1857 1693 2463 1949 1465 2977 1295 1755 783 714 2541
2097,2976 346 1239 2726 2320 48 868 2986 2875 423 1567 497 1402 1784 1371 2384 1200 2933 2398 1498 2338 748 2616 272 1197 3014 1956 3064 2472 1195 2176 3241 2147 3209 2393 1396 2055 91 2932 988 1602 1695 2464 1651 957 1857 1280 2478 2182 255
2098,2547 3032 496 333 2514 2180 1693 2024 2030 1023 2312 697 494 427 1348 417 3248 859 770 1013 663 3127 1465 1336 3231 662 2706 275 273 1860 639 1637 1134 2222 84 1657 756 465 2144 2549 1352 1455 1835 2005 457 1889 3013 1923 2645 2818
2099,1200 1195 1575 865 719 1868 1197 275 2320 1307 2537 2350 2299 2173 637 1295 2652 1020 1474 1034 2464 1455 1871 1681 490 1784 2977 294 2651 1268 655 231 1567 1185 443 331 1443 1812 2312 1857 1365 1156 2339 384 545 1325 938 842 167 517
2100,2885 100 865 1200 1197 1770 2537 465 2541 501 1474 275 2312 1990 2464 719 1868 1681 1195 2111 2855 2940 1784 2651 2964 266 490 2463 2933 1289 748 1060 255 1371 596 2810 2299 706 2805 2428 1922 333 1455 3091 1567 1643 2799 1213 3142 3178
2101,1575 3037 1673 1034 1156 117 1200 2351 1857 1942 1195 2312 719 2997 2940 363 231 663 1455 1770 1734 3142 1290 770 2470 697 2514 2645 2350 2750 2841 2928 1693 1031 1956 2652 637 2222 2757 1348 3231 333 384 2664 1325 2541 2977 609 2031 1871
2102,273 1648 1059 1198 221 1799 656 1586 412 1196 1330 1465 1786 1455 1696 968 2013 291 333 494 918 2549 828 1681 698 767 2547 2007 1907 3110 230 2536 275 3139 702 2124 716 1397 2833 898 2928 2005 2312 1870 1244 719 2463 1409 3013 662
2103,1567 1770 465 2726 2022 2750 1575 865 2696 1197 2976 48 1239 2986 3049 2937 1868 497 2537 1088 3142 3241 490 1973 2351 296 1268 2044 443 2384 938 3237 280 1681 2299 2541 1193 2932 491 770 3014 3064 1857 1651 2841 91 1325 2312 457 954
2104,117 2299 2928 1237 457 1673 2464 1386 1465 1197 1956 2885 496 1734 2179 517 1307 1407 2206 333 2855 2024 2312 3139 273 2664 2351 716 1059 1942 1348 2940 938 2541 3078 1034 1116 2997 968 656 3178 2514 1575 1193 1857 1949 2030 266 1923 167
2105,454 490 865 471 2338 2937 423 100 706 2464 91 3142 856 358 2855 1197 275 2398 1185 3220 1239 1001 2351 1871 1154 3014 553 1812 1443 1941 2455 987 1325 1797 2182 2384 2474 2750 497 3049 2163 2428 1193 2546 2521 1681 2940 3186 384 1002
2106,1200 2885 1770 1575 465 2470 2022 1386 2726 2320 2464 1268 505 2652 2537 2351 490 2350 2855 938 1868 1185 783 1443 987 517 2810 3209 3241 2312 2217 231 3220 2750 471 1088 1193 1812 3142 346 2541 644 1861 2841 2546 2182 706 964 1956 423
